customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2878-ESJRY,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.0,5437.55,No
2879-UJEQV,Female,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.08,518.1,No
2880-MWQIX,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.74, ,No
2881-LNNHW,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),81.76,1901.5,No
2882-ESNIG,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.27,4390.88,Yes
2883-ZZHNV,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,73.36,2309.13,No
2884-NKNUH,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.61,1310.61,No
2885-CWRCM,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.62,1991.17,No
2886-LOREG,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,67.62,4794.75,No
2887-KZKOJ,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),79.23,577.46,No
2888-OMNQM,Female,1,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.17,163.41,Yes
2889-JYAAO,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.48,205.07,No
2890-PLZXF,Male,0,No,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.72,2116.25,Yes
2891-FLYOD,Male,1,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),54.59,1592.66,No
2892-XDBXL,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,459.8,No
2893-GTIIH,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.69,74.85,No
2894-NAWUW,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.79,3069.15,Yes
2895-LYBMD,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,83.9,633.89,No
2896-TRSPN,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1179.77,No
2897-HLIFZ,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,79.17,166.8,No
2898-RBWHX,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),47.25,503.09,No
2899-NFJHQ,Female,1,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.04,1425.78,No
2900-YLQMS,Female,1,No,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,67.84,140.24,Yes
2901-LPYEY,Female,0,No,Yes,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.36,2025.96,No
2902-PYFKQ,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.15,1158.05,No
2903-ZWNFY,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.79,346.35,Yes
2904-WKLMD,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),91.25,91.92,No
2905-GBFFR,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.96,223.94,No
2906-THHHH,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.62,2709.26,Yes
2907-ABLOD,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.13,175.73,Yes
2908-YCNVW,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.08,2050.72,No
2909-HMWSV,Male,1,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,67.58,2007.69,No
2910-EMZTA,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.78,902.77,No
2911-PWXBG,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,83.61,5896.24,No
2912-FEDBJ,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.54,208.72,Yes
2913-VERJW,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),79.34,4951.61,No
2914-VOIKZ,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.8,878.67,No
2915-UYYQU,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.42,919.37,No
2916-IWPFV,Female,0,No,No,27,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,47.52,1317.06,No
2917-KWQDO,Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.49,1494.31,Yes
2918-AVTAI,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.13,199.06,No
2919-LDVMG,Male,0,No,Yes,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,57.4,2255.33,No
2920-HMKIY,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.95,483.46,Yes
2921-XPJKL,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.77,103.44,No
2922-NSLRU,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),107.98,1064.77,No
2923-QCASD,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.94,3093.71,Yes
2924-WPLUU,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),90.12,4003.95,No
2925-MQHMT,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.41,4658.57,No
2926-ZEROL,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),66.49,3566.63,No
2927-QYOBF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.09,29.89,No
2928-QPQYT,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,89.24,6289.64,No
2929-IEWAF,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,88.99,3301.68,Yes
2930-XNQYS,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.52,34.54,No
2931-AAMNF,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.58,2378.87,No
2932-FANCW,Female,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,55.52,No
2933-JSSSW,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,63.56,617.83,No
2934-DTSJY,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.35,3670.68,Yes
2935-BDXFG,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,100.67,3577.71,Yes
2936-PGRTZ,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,101.04,199.45,No
2937-ZVSIT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),96.82,6087.41,No
2938-JMRPV,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,88.13,3461.32,No
2939-QVMLJ,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.9,1979.88,No
2940-AHUVR,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.66,1382.82,No
2941-BPLIC,Male,1,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),88.58, ,No
2942-VZUDZ,Male,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.6,49.11,No
2943-BHJPW,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.91,1170.6,No
2944-KRVNH,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,57.75,1886.02,No
2945-WOQUR,Female,0,Yes,No,21,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.31,1197.65,Yes
2946-FWNWC,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.43,113.08,No
2947-GOUXP,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),98.53,1368.6,No
2948-PHGFB,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.49,188.14,Yes
2949-VMLOI,Male,1,No,No,45,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.8,4129.05,Yes
2950-BQEKV,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.02,1146.66,No
2951-SXGBP,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.79,621.32,No
2952-LWOAY,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.6,1915.52,No
2953-MWFMR,Female,0,No,No,31,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.72,2149.72,Yes
2954-CAOZM,Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.95,1436.51,No
2955-EYMVE,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.09, ,No
2956-SUXRU,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.27,2910.62,No
2957-VJXHO,Female,1,No,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),61.98,3797.46,No
2958-UYTYW,Female,1,No,Yes,56,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.37,3791.5,No
2959-VDBXF,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,98.97,2438.72,No
2960-CGJWF,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,68.22,921.44,No
2961-PBXQM,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,77.2, ,No
2962-AFEYM,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.12,868.8,No
2963-WRLGO,Male,0,No,Yes,44,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,77.91,3342.52,No
2964-CPAPX,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.08,423.93,Yes
2965-LSHWL,Female,0,Yes,No,31,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.13,2525.03,Yes
2966-OBQGM,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.84,1560.65,No
2967-AFMKJ,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.24,551.75,No
2968-PZXWT,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.77,4712.76,No
2969-QQDEW,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,803.12,No
2970-NTJNA,Female,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,109.81, ,No
2971-KZWRP,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),93.13,652.96,No
2972-RHJZJ,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,88.83,5149.3,No
2973-EJRUX,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.58,1908.96,No
2974-FCHIE,Male,0,No,No,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,86.92,3702.74,No
2975-BBGQJ,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.85,5258.67,Yes
2976-LBJTA,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.52,2050.51,Yes
2977-DMLKJ,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,64.22,434.79,No
2978-OEYQE,Male,0,No,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.93,2597.85,No
2979-BIFRN,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,59.41,237.21,No
2980-SNHQC,Female,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.19,1351.23,No
2981-JQKHA,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,83.11,582.99,No
2982-MUDGN,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.07, ,No
2983-EXKQE,Male,1,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.43,1436.8,Yes
2984-TCEZO,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,55.71,1632.05,No
2985-SPHMP,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.76,1237.1,No
2986-CAIIV,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.63,1833.42,Yes
2987-ZQXBI,Male,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,108.74,222.85,Yes
2988-XSMEI,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.12,25.13,No
2989-MAYOD,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,70.39,217.31,No
2990-DTJYF,Female,0,No,Yes,21,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,69.42,1424.61,No
2991-XLTPC,Female,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),76.72,845.68,No
2992-NAJOG,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.53,1209.68,No
2993-DNXPN,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,81.96,5484.78,No
2994-CQUNR,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.91,3439.37,No
2995-CVSCL,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.47,2025.9,No
2996-VEJIA,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.47,641.95,No
2997-MCSKP,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.97,66.74,Yes
2998-FXCSF,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.58,558.99,No
2999-HVMLJ,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.16,2105.27,No
3000-CDAMX,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.65,2239.66,No
3001-DVKSK,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,93.05,4600.36,No
3002-LKFLI,Female,0,No,No,42,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.07,3110.81,Yes
3003-YJCCT,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.83,86.21,Yes
3004-WPCJX,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.69,89.82,Yes
3005-KHFTK,Female,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,77.55,1423.52,No
3006-ULPRM,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.07,126.46,No
3007-VCOVU,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.82,189.48,Yes
3008-NRNEU,Male,0,Yes,No,48,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,56.46,2721.92,No
3009-NYHWO,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.23,827.61,No
3010-OSZTF,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.37,78.57,No
3011-SYHFT,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.92,2015.12,Yes
3012-WOCJO,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,93.43,2277.72,Yes
3013-XPQSK,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,89.78,264.25,No
3014-PEEZN,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.03,5061.8,No
3015-RZHEG,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,96.24,291.03,Yes
3016-PWNEX,Female,1,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.59,85.81,Yes
3017-IDDPX,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),71.54, ,No
3018-QODFP,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.02,652.81,Yes
3019-DFEPY,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.08,1831.19,No
3020-PJIDN,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.99,821.17,No
3021-DLXJD,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),109.62,2929.45,No
3022-RMMNR,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,91.84,4064.87,No
3023-AUPOV,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.63,132.82,Yes
3024-YEFFC,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,107.64,4785.63,Yes
3025-PLDAD,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,83.64,1860.61,No
3026-AUHXE,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.88,1082.83,Yes
